ts_code,error
600452.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600456.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600459.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600475.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600478.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600480.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600490.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600502.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600507.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600509.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600529.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600531.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600550.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600556.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600557.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600559.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600575.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600577.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600586.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600595.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600596.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600597.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600612.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600618.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600621.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600623.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600629.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600633.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600635.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600640.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600641.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600649.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600651.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600657.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600664.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600667.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600675.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600682.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600710.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600718.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600728.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600740.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600744.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600751.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600757.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600759.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600761.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600771.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600773.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600776.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600782.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600783.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600787.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600789.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600810.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600812.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600821.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600827.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600835.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600850.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600859.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600861.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600866.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600867.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600869.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600877.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600888.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600894.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600908.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600928.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600929.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600961.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600963.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600975.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600986.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600993.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600996.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
600997.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601003.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601020.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601022.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601033.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601038.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601068.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601069.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601083.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601089.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601096.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601101.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601107.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601126.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601137.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601163.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601187.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601200.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601208.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601222.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601311.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601326.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601369.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601375.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601500.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601519.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601528.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601595.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601606.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601609.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601677.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601718.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601777.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601801.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601811.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601858.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601860.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601869.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601882.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601890.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601900.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601908.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601949.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601952.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601969.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601975.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603013.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603014.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603025.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603026.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603027.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603033.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603039.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603043.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603055.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603057.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603072.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603083.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603099.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603100.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603103.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603118.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603119.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603127.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603128.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603162.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603169.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603171.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603193.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603194.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603197.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603218.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603219.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603220.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603229.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603236.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603256.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603267.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603279.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603283.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603297.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603299.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603300.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603305.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603306.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603308.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603317.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603323.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603327.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603328.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603337.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603358.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603383.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603395.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603456.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603477.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603505.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603516.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603533.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603567.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603583.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603599.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603612.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603613.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603619.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603638.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603662.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603678.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603690.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603713.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603730.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603733.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603866.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603871.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603876.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603881.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603888.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603915.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603919.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603983.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
603997.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
605009.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
605011.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
605020.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
605090.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
605099.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
605111.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
605116.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
605123.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
605296.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
605333.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
605376.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
605507.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
605555.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
605599.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688001.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688003.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688006.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688007.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688016.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688029.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688048.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688050.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688062.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688063.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688083.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688088.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688091.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688097.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688106.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688107.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688110.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688116.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688131.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688139.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688146.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688147.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688150.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688158.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688165.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688177.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688182.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688185.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688190.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688200.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688206.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688208.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688209.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688232.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688262.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688270.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688276.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688279.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688289.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688300.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688306.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688321.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688326.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688327.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688332.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688333.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688343.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688348.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688351.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688352.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688362.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688372.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688380.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688382.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688400.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688403.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688408.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688409.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688432.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688433.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688439.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688443.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688484.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688486.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688498.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688502.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688503.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688515.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688522.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688523.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688548.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688549.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688575.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688586.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688596.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688612.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688630.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688631.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688639.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688658.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688690.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688700.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688776.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
688779.SH,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000009.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000021.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000027.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000039.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000050.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000060.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000088.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000155.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000400.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000423.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000513.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000519.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000537.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000559.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000563.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000582.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000591.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000598.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000623.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000629.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000657.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000683.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000703.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000709.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000728.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000729.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000738.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000739.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000750.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000783.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000785.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000825.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000830.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000878.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000887.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000893.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000898.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000932.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000933.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000937.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000951.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000958.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000960.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000967.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000987.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
000997.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
001213.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
001221.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
001696.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002007.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002008.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
002025.SZ,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
